event_id,camera_id,lane_id,LPN,LPJ,LPT,LPN_OCRval,LPJ_OCRval,LPT_OCRval,LPN_score,LPJ_score,LPT_score,weighted_score,baseline_tau_weighted,baseline_tau_or,LPN_thresh,LPJ_thresh,LPT_thresh,decision_weighted_baseline,decision_or_adaptive,feedback_source,error_label,overall_correct
s0-c1-136,CAM-1,1,BEW2271,OK,TEMP,BEW2271,OK,TEMP,90.992,82.510,48.580,81.662,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-137,CAM-1,1,DSR5796,CA,TEMP,DSR5796,CA,TRAILER,95.103,89.210,50.832,86.400,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-138,CAM-1,1,LVY5215,TX,TRAILER,LVY5215,TX,COMMERCIAL,92.659,89.366,52.463,85.477,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-139,CAM-1,1,KNT8679,NM,TRAILER,KNT8679,NM,PASSENGER,89.951,85.416,48.218,82.104,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-140,CAM-1,1,FMN9767,CA,PASSENGER,FMN9767,CA,PASSENGER,94.128,86.504,46.372,84.296,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-141,CAM-1,1,HGV0443,TX,PASSENGER,HGV0443,TX,PASSENGER,92.738,85.989,50.530,84.044,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-142,CAM-1,1,JAT8550,OK,PASSENGER,JAT8550,OK,PASSENGER,94.174,84.343,51.854,84.385,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-143,CAM-1,1,QOK2603,AZ,COMMERCIAL,QOK2603,AZ,TRAILER,90.916,88.980,53.689,84.654,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-144,CAM-1,1,DAN9042,NM,COMMERCIAL,DAN9042,NM,COMMERCIAL,89.476,91.499,52.269,84.603,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-145,CAM-1,1,UJD2545,CO,GOV,UJD2545,CO,GOV,92.476,87.352,51.553,84.544,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-146,CAM-1,1,DOQ2443,NV,TEMP,DOQ2443,NV,TEMP,89.915,87.687,51.547,83.380,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-147,CAM-1,1,OGU5585,OK,GOV,OGU5585,OK,GOV,94.449,86.541,51.316,85.211,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-148,CAM-1,1,OOP9892,OK,GOV,OOP9892,OK,GOV,93.146,90.658,54.817,86.526,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-149,CAM-1,1,UMD8917,CO,PASSENGER,UMD8917,CO,PASSENGER,95.799,90.769,50.380,87.226,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-150,CAM-1,1,ETP3136,FL,TRAILER,ETP3136,FL,COMMERCIAL,91.414,89.595,48.372,84.321,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-151,CAM-1,1,ZHW4391,CA,GOV,ZHW4391,CA,GOV,99.000,89.064,47.580,87.809,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-152,CAM-1,1,JIN9326,AZ,PASSENGER,JIN9326,AZ,TEMP,96.029,84.567,52.378,85.470,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-153,CAM-1,1,NQP3304,NM,COMMERCIAL,NQP3304,NM,TEMP,95.711,85.365,50.546,85.315,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-154,CAM-1,1,LWM9574,NV,TRAILER,LWM9574,NV,TEMP,93.512,88.228,51.060,85.295,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-155,CAM-1,1,ZWT1001,NV,TRAILER,ZWT1001,NV,COMMERCIAL,88.349,84.351,53.069,81.658,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-156,CAM-1,1,IKI8724,NM,GOV,IKI8724,NM,GOV,88.711,87.856,50.306,82.651,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-157,CAM-1,1,CDY7688,FL,TRAILER,CDY7688,FL,PASSENGER,92.817,84.312,53.401,83.928,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-158,CAM-1,1,NNN0117,CA,GOV,NNN0117,CA,GOV,89.174,86.043,48.574,81.988,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-159,CAM-1,1,XLH9655,CA,TRAILER,XLH9655,CA,TRAILER,87.733,88.760,49.842,82.409,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-160,CAM-1,1,YQE5028,FL,COMMERCIAL,YQE5028,FL,COMMERCIAL,92.860,89.746,52.065,85.651,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-161,CAM-1,1,FFW5855,TX,TEMP,FFW5855,TX,GOV,89.443,83.950,50.722,81.712,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-162,CAM-1,1,AQD3597,TX,GOV,AQD3597,TX,GOV,90.350,87.617,46.339,82.792,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-163,CAM-1,1,FYT0141,NM,COMMERCIAL,FYT0141,NM,TEMP,93.956,87.469,52.770,85.508,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-164,CAM-1,1,GHD4700,OK,TRAILER,GHD4700,OK,TRAILER,93.841,85.437,52.483,84.696,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-165,CAM-1,1,PIA3869,TX,GOV,PIA3869,NM,GOV,90.565,88.315,51.810,83.964,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-166,CAM-1,1,RIO3000,FL,PASSENGER,RIO3000,FL,PASSENGER,87.924,83.408,53.532,81.185,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-167,CAM-1,1,HRV6118,NM,PASSENGER,HRV6118,NM,TEMP,94.143,90.097,53.555,86.639,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-168,CAM-1,1,BXY5383,OK,PASSENGER,BXY5383,OK,PASSENGER,93.884,84.700,50.038,84.093,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-169,CAM-1,1,CRF9813,TX,TRAILER,CRF9813,TX,TRAILER,92.813,84.595,49.669,83.465,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-170,CAM-1,1,XQW6420,TX,TEMP,XQW6420,TX,TEMP,91.457,86.040,52.548,83.725,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-171,CAM-1,1,WRS1620,NM,TRAILER,WRS1620,NM,TRAILER,89.659,85.444,47.349,81.837,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-172,CAM-1,1,WBW2502,TX,PASSENGER,WBW2502,OK,PASSENGER,89.055,87.358,51.093,82.767,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-173,CAM-1,1,ISC5171,CO,COMMERCIAL,ISC5171,CO,COMMERCIAL,95.478,82.264,47.839,83.707,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-174,CAM-1,1,LIF5522,OK,PASSENGER,LIF5522,OK,PASSENGER,91.381,84.829,50.455,82.949,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-175,CAM-1,1,OZH7264,NV,COMMERCIAL,OZH7264,NV,COMMERCIAL,87.751,89.414,54.156,83.294,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-176,CAM-1,1,GZM9314,FL,TEMP,GZM9314,FL,TEMP,90.839,82.906,53.269,82.427,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-177,CAM-1,1,JZM1513,NM,GOV,JZM1513,NM,COMMERCIAL,94.223,83.568,49.139,83.731,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-178,CAM-1,1,IRT0770,TX,COMMERCIAL,IRT0770,TX,COMMERCIAL,90.394,84.877,51.087,82.567,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-179,CAM-1,1,ELI1914,TX,TRAILER,ELI1914,TX,TRAILER,95.454,84.883,54.198,85.566,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-180,CAM-1,1,OTN2345,NM,TRAILER,OTN2345,NM,TRAILER,89.519,89.102,50.129,83.465,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-181,CAM-1,1,SWN6518,FL,TEMP,SWN6518,FL,COMMERCIAL,91.753,85.381,47.630,82.904,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-182,CAM-1,1,ICB2791,CO,TEMP,ICB2791,CO,TEMP,92.046,85.602,49.048,83.341,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-183,CAM-1,1,AAE2632,CO,GOV,AAE2632,CO,PASSENGER,91.243,84.913,49.906,82.827,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-184,CAM-1,1,ESZ4129,NM,TEMP,ESZ4129,NM,TEMP,92.388,88.197,51.999,84.863,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-185,CAM-1,1,USM8745,CO,PASSENGER,USM8745,CO,PASSENGER,90.212,87.281,51.184,83.332,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-186,CAM-1,1,SAT3802,FL,GOV,SAT3802,FL,GOV,91.012,83.642,50.938,82.421,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-187,CAM-1,1,RYT5252,FL,PASSENGER,RYT5252,FL,PASSENGER,91.487,85.135,50.902,83.176,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-188,CAM-1,1,WKL8705,CA,TEMP,WKL8705,CA,TEMP,91.285,86.246,51.277,83.520,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-189,CAM-1,1,WVT9824,NM,TRAILER,WVT9824,NM,TRAILER,92.216,86.697,48.774,83.768,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-190,CAM-1,1,CGL3466,AZ,TRAILER,4GL3466,AZ,GOV,92.172,82.812,52.481,82.942,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-191,CAM-1,1,JAR6219,NM,PASSENGER,JAR6219,NM,PASSENGER,92.582,86.501,48.020,83.769,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-192,CAM-1,1,OOK0307,NV,COMMERCIAL,OOK0307,NV,PASSENGER,94.219,90.224,48.552,85.970,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-193,CAM-1,1,LSZ2898,OK,PASSENGER,LSZ2898,OK,GOV,91.604,88.527,49.010,84.138,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-194,CAM-1,1,OGF3402,AZ,TRAILER,OGF3402,AZ,COMMERCIAL,98.396,86.686,53.531,87.568,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-195,CAM-1,1,QJP9775,CO,GOV,QJP9775,CO,GOV,90.909,89.724,51.092,84.522,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-196,CAM-1,1,CKQ6341,CA,GOV,CKQ6341,CA,GOV,91.435,87.166,50.748,83.838,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-197,CAM-1,1,LPM1977,NM,TEMP,LPM1977,NM,TEMP,90.960,86.949,54.372,84.068,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-198,CAM-1,1,DMF0524,FL,PASSENGER,DMF0524,FL,PASSENGER,90.188,83.812,50.467,81.998,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-199,CAM-1,1,MPA4542,FL,PASSENGER,MPA4542,FL,PASSENGER,87.652,88.343,50.191,82.275,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-200,CAM-1,1,UYG4353,OK,TRAILER,UYG4353,OK,TRAILER,91.424,88.662,53.837,84.819,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-201,CAM-1,1,TBR6685,NV,TEMP,TBR6685,NV,COMMERCIAL,90.844,83.756,50.833,82.362,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-202,CAM-1,1,AVU6128,NM,PASSENGER,AVU6128,NM,PASSENGER,88.474,91.022,50.213,83.626,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-203,CAM-1,1,TKI7596,CO,TEMP,TKI7596,CO,COMMERCIAL,89.720,87.525,49.515,82.921,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-204,CAM-1,1,RXY0902,AZ,PASSENGER,RXY0902,AZ,PASSENGER,88.894,87.807,51.016,82.832,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-205,CAM-1,1,EQK5729,AZ,TRAILER,EQK5729,AZ,TRAILER,86.441,86.687,50.907,81.197,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-206,CAM-1,1,QNB8837,CO,TRAILER,QNB8837,CO,TRAILER,93.205,85.919,49.239,84.060,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-207,CAM-1,1,YGH4923,NV,COMMERCIAL,YGH4923,NV,COMMERCIAL,91.470,88.452,52.382,84.551,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-208,CAM-1,1,RFK6077,CO,TEMP,RFK6077,CO,TEMP,93.319,87.656,48.485,84.612,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-209,CAM-1,1,WPW2564,CO,TEMP,WPW2564,CO,TEMP,93.165,86.412,57.140,85.398,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-210,CAM-1,1,EHL3050,NV,PASSENGER,EHL3050,NV,PASSENGER,89.780,86.076,52.353,82.870,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-211,CAM-1,1,EKZ3316,NV,GOV,EKZ3316,NV,GOV,90.656,85.822,53.850,83.443,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-212,CAM-1,1,VGD0635,NV,GOV,VGD0635,NV,GOV,91.484,89.001,53.326,84.891,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-213,CAM-1,1,SNQ9598,NM,GOV,SNQ9598,NM,GOV,89.314,87.399,50.451,82.814,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-214,CAM-1,1,MNL3449,AZ,TRAILER,MNL3449,AZ,TRAILER,89.911,87.507,46.862,82.612,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-215,CAM-1,1,EGA1569,NV,TEMP,EGA1569,NV,TRAILER,89.593,90.210,53.147,84.342,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-216,CAM-1,1,OPW3429,OK,COMMERCIAL,OPW3429,OK,TRAILER,93.775,89.050,50.859,85.684,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-217,CAM-1,1,YJF4981,TX,COMMERCIAL,YJF4981,TX,COMMERCIAL,91.505,85.258,50.861,83.222,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-218,CAM-1,1,DCZ5248,FL,COMMERCIAL,DCZ5248,FL,COMMERCIAL,94.081,86.457,52.210,85.132,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-219,CAM-1,1,ZZE0957,CO,TEMP,ZZE0957,CO,TEMP,92.563,84.204,47.245,82.840,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-220,CAM-1,1,KBH2534,TX,TEMP,KBH2534,TX,COMMERCIAL,89.938,84.979,49.395,82.121,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-221,CAM-1,1,SXN8389,CA,PASSENGER,SXN8389,CA,PASSENGER,91.317,86.926,51.203,83.763,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-222,CAM-1,1,OQC5923,TX,GOV,OQC5923,TX,GOV,94.255,88.697,50.269,85.712,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-223,CAM-1,1,WJL2635,OK,PASSENGER,WJL2635,OK,COMMERCIAL,92.858,88.186,49.109,84.660,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-224,CAM-1,1,YHH3017,CA,GOV,YHH3017,CA,GOV,91.960,88.907,51.927,84.887,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-225,CAM-1,1,LGR1852,CO,COMMERCIAL,LGR1852,CO,COMMERCIAL,88.046,82.737,52.664,80.880,81.000,47.000,83.745,78.847,43.067,review,auto_clear,none,,1
s0-c1-226,CAM-1,1,CQE4722,AZ,TRAILER,CQE4722,AZ,TRAILER,96.530,88.417,53.512,87.238,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-227,CAM-1,1,NZP1431,FL,COMMERCIAL,NZP1431,FL,COMMERCIAL,85.926,88.861,51.919,81.852,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-228,CAM-1,1,GQO9404,NV,TRAILER,GQO9404,NV,TRAILER,90.614,86.255,49.500,82.921,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-229,CAM-1,1,NMW7988,NV,COMMERCIAL,NMW7988,NV,PASSENGER,90.332,83.707,52.197,82.293,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-230,CAM-1,1,KNC2687,TX,TEMP,KNC2687,TX,TEMP,91.415,86.888,52.025,83.922,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-231,CAM-1,1,JLP4297,OK,PASSENGER,JLP4297,OK,PASSENGER,94.344,85.777,48.779,84.511,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-232,CAM-1,1,JAU8064,FL,COMMERCIAL,JAU8064,FL,COMMERCIAL,94.311,86.756,49.155,84.893,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-233,CAM-1,1,PQK8044,NM,PASSENGER,PQK8044,NM,PASSENGER,91.435,88.048,52.380,84.392,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-234,CAM-1,1,ZJI3258,TX,TRAILER,ZJI3258,TX,TRAILER,93.743,90.242,52.323,86.305,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-235,CAM-1,1,HGY9847,AZ,PASSENGER,HGY9847,AZ,PASSENGER,88.748,89.002,50.560,83.109,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-236,CAM-1,1,XQI8598,CO,TEMP,XQI8598,CO,COMMERCIAL,93.560,84.002,49.468,83.601,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-237,CAM-1,1,EQN4858,AZ,TEMP,EQN4858,AZ,TEMP,90.651,85.074,48.821,82.424,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-238,CAM-1,1,BJA1624,AZ,GOV,BJA1624,AZ,GOV,92.086,83.149,48.808,82.466,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-239,CAM-1,1,FQC5485,NM,COMMERCIAL,FQC5485,NM,GOV,90.548,86.455,51.291,83.227,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-240,CAM-1,1,HIM1286,NV,PASSENGER,HIM1286,NV,COMMERCIAL,87.889,84.158,48.080,80.612,81.000,47.000,83.745,78.847,43.067,review,auto_clear,none,,0
s0-c1-241,CAM-1,1,PIQ2006,NV,COMMERCIAL,PIQ2006,NV,COMMERCIAL,93.247,86.503,47.909,84.086,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-242,CAM-1,1,FFT0712,AZ,PASSENGER,FFT0712,AZ,PASSENGER,92.077,84.428,47.286,82.681,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-243,CAM-1,1,EMM5798,NM,TEMP,EMM5798,NM,GOV,91.921,85.565,52.472,83.779,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-244,CAM-1,1,QBH2835,NV,TEMP,QBH2835,NV,TEMP,91.884,87.766,48.761,83.974,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-245,CAM-1,1,RPJ6916,TX,PASSENGER,RPJ6916,TX,PASSENGER,92.425,93.850,56.350,87.512,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-246,CAM-1,1,DXN8541,OK,TEMP,DXN8541,OK,PASSENGER,93.753,87.124,46.849,84.397,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-247,CAM-1,1,XJY7910,AZ,GOV,XJY7910,AZ,GOV,89.657,86.664,47.964,82.356,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-248,CAM-1,1,QSX1621,AZ,GOV,QSX1621,AZ,TRAILER,96.209,85.050,53.579,85.908,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-249,CAM-1,1,FUA7792,NV,COMMERCIAL,FUA7792,NV,COMMERCIAL,94.722,86.740,49.537,85.151,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-250,CAM-1,1,ITX3991,OK,PASSENGER,ITX3991,OK,TRAILER,92.014,89.121,52.027,85.003,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-251,CAM-1,1,VRT0203,CO,TEMP,VRT0203,CO,TEMP,93.258,86.089,51.250,84.447,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-252,CAM-1,1,HKC6853,TX,PASSENGER,HKC6853,TX,PASSENGER,95.668,90.834,49.157,86.999,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-253,CAM-1,1,WGS0856,CA,TRAILER,WGS0856,CA,TRAILER,97.075,86.965,51.390,86.684,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-254,CAM-1,1,XUW4740,FL,TEMP,XUW4740,FL,TEMP,92.085,88.877,53.692,85.203,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-255,CAM-1,1,RRT4068,CO,TRAILER,RRT4068,CO,TRAILER,94.316,90.505,49.084,86.197,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-256,CAM-1,1,FZC5387,NM,COMMERCIAL,FZC5387,NM,COMMERCIAL,90.419,86.001,51.136,82.980,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-257,CAM-1,1,ZTL4375,NV,TRAILER,ZTL4375,NV,TRAILER,88.926,87.224,51.762,82.756,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-258,CAM-1,1,WOA0103,AZ,COMMERCIAL,WOA0103,AZ,COMMERCIAL,93.274,90.620,50.012,85.856,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-259,CAM-1,1,VQQ5960,FL,TRAILER,VQQ5960,FL,TRAILER,91.888,89.415,50.691,84.843,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-260,CAM-1,1,TOP1773,TX,TRAILER,TOP1773,TX,GOV,89.433,92.140,48.466,84.235,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-261,CAM-1,1,PZA7142,OK,COMMERCIAL,PZA7142,OK,COMMERCIAL,87.506,85.036,51.444,81.232,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-262,CAM-1,1,PIO9571,CO,GOV,PIO9571,CO,TRAILER,90.405,86.100,49.981,82.835,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-263,CAM-1,1,RXN8083,AZ,COMMERCIAL,RXN8083,AZ,COMMERCIAL,93.999,86.424,51.751,85.011,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-264,CAM-1,1,FCD6786,TX,COMMERCIAL,FCD6786,TX,COMMERCIAL,93.535,87.755,56.073,85.893,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-265,CAM-1,1,KNL7882,CO,TRAILER,KNL7882,CO,TRAILER,98.144,85.043,49.043,86.193,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-266,CAM-1,1,MGV6851,OK,COMMERCIAL,MGV6851,OK,COMMERCIAL,94.150,85.694,49.193,84.447,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-267,CAM-1,1,AKT9954,NV,TRAILER,AKT9954,NV,PASSENGER,96.316,87.314,49.286,86.111,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-268,CAM-1,1,JLT2910,TX,TEMP,JLT2910,TX,TEMP,87.941,83.018,51.728,80.786,81.000,47.000,83.745,78.847,43.067,review,auto_clear,none,,1
s0-c1-269,CAM-1,1,ATS2142,NV,GOV,ATS2142,NV,GOV,93.792,86.127,52.565,84.926,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-270,CAM-1,1,PBF5070,NV,TRAILER,PBF5070,NV,GOV,89.049,85.673,52.897,82.445,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-271,CAM-1,1,EJB3839,TX,TRAILER,EJB3839,TX,TRAILER,93.419,89.627,49.280,85.471,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-272,CAM-1,1,SXS6817,FL,TEMP,SXS6817,FL,GOV,93.270,94.007,51.742,87.299,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
